ID,NAME,LGA_ID
1726,GAJIBO,149
1727,"UFAYE / GUJILE",149
1728,"MULIYE / JEMURI",149
1729,"MUDU / KAZA",149
1730,"MALLAM MAJA",149
1731,NGUDORAM,149
1732,"MAGARTA / SHEFFRI",149
1733,"SOGOMA / AFUYE",149
1734,ARDIMINI,150
1735,DABIRA,150
1736,FELO,150
1737,GAMOWO,150
1738,GAZABURE,150
1739,"GUBIO TOWN  I",150
1740,"GUBIO TOWN II",150
1741,KINGOWA,150
1742,NGETRA,150
1743,ZOWO,150
1744,ADUWA,151
1745,"GUDUMBALI EAST",151
1746,"GUDUMBALI WEST",151
1747,GUWORAM,151
1748,"GUZAMALA EAST",151
1749,"GUZAMALA WEST",151
1750,KINGARWA,151
1751,MAIRARI,151
1752,MODURI,151
1753,WAMIRI,151
1754,ASHIGASHIYA,152
1755,"BITA / IZGE",152
1756,"DURE / WALA / WARABE",152
1757,"GAVVA / AGAPALWA",152
1758,"GUDUF NAGADIYO",152
1759,"GWOZA TOWN GADAMAYO",152
1760,"GWOZA WAKANE / BULABULIN",152
1761,"HAMBAGDA/ LIMAN KARA/ NEW SETTLEMENT",152
1762,JOHODE/CHIKIDE/KUGHUM,152
1763,KIRAWA/JIMINI,152
1764,"KURANA BASSA/NGOSHE - SAMA'A",152
1765,NGOSHE,152
1766,PULKA/BOKKO,152
1767,BILINGWI,153
1768,"DZAR/ VINADUM/ BIRNI/ DLANDI",153
1769,"GWANZANG  PUSDA",153
1770,HIZHI,153
1771,KIDA,153
1772,KWAJAFFA/HANG,153
1773,"KWAYA-BUR/TANGA RUMTA",153
1774,MARAMA/KIDANG,153
1775,PAMA/WHITAMBAYA,153
1776,PUBA/VIDAU/LOKOJA,153
1777,SAKWA/HEMA,153
1778,SHAFFA,153
1779,ALAU,154
1780,"BALE GALTIMARI",154
1781,"DALA LAWANTI",154
1782,DUSUMAN,154
1783,GONGULONG,154
1784,MAIMUSARI,154
1785,MASHAMARI,154
1786,NGUDAA/ADDAMARI,154
1787,"OLD MAIDUGURI",154
1788,TUBA,154
1789,MAIRI,154
1790,GOMARI,154
1791,AFA/DIG/MAUDORI,155
1792,BENISHEIKH,155
1793,BORGOZO,155
1794,"DOGOMA / JALORI",155
1795,DONGO,155
1796,GALANGI,155
1797,GUWO,155
1798,KARAGAWARU,155
1799,MAINOK,155
1800,MARGUBA,155
1801,NGAMDU,155
1802,SHETTIMARI,155
1803,TOBOLO,155
1804,"WAJIRO / BURGUMMA",155
1805,WASSARAM,155
1806,MOHOLO,156
1807,"JILBE  'A'",156
1808,"JILBE B KOMA KAUDI",156
1809,JARAWA/SANGAYA,156
1810,KALA,156
1811,KUMAGA,156
1812,"RANN  'A'",156
1813,"RANN B DAIMA",156
1814,MADA,156
1815,SIGAL/KARCHE,156
1816,"AUNO / CHABBOL",157
1817,"DALORI / WANORI",157
1818,"DAWA EAST / MALARI / KANGAMARI",157
1819,"JEWU / LAMBOA",157
1820,KAWURI,157
1821,"KELUMIRI / NGALBI AMARI / YALE",157
1822,KONDUGA,157
1823,"MAIRAMRI / YELERI / BAZAMRI",157
1824,"MASBA / DALWA WEST",157
1825,NYALERI/SANDIA/YEJIWA,157
1826,"SOJIRI/ NGURO - NGURO",157
1827,ALAGARNO,158
1828,BAGA,158
1829,BUNDUR,158
1830,DOGOSHI,158
1831,"DORO / DUGURI",158
1832,KAUWA,158
1833,KEKENO,158
1834,KUKAWA,158
1835,"MODUARI / BARWARI",158
1836,YOYO,158
1837,GONDI,159
1838,"GUSI / BILLA",159
1839,GUWAL,159
1840,KUBUKU,159
1841,KURBA,159
1842,"KWAYA KUSAR",159
1843,PETA,159
1844,WADA,159
1845,WAWA,159
1846,YIMIRTHALANG,159
1847,ABBARI,160
1848,ANADUA,160
1849,GAWA,160
1850,KOSHEBE,160
1851,LAJE,160
1852,LOSKURI,160
1853,MA'AFA,160
1854,MAFA,160
1855,MASU,160
1856,MUJIGINE,160
1857,"TAMSU NGAMDUA",160
1858,"ARDO RAM",161
1859,"AYI / YASKU",161
1860,"BORNO YESU",161
1861,FURRAM,161
1862,"GAJI GANNA  I",161
1863,"GAJI GANNA  II",161
1864,"HOYO / CHIN GOWA",161
1865,"KALIZORAM / BANORAM",161
1866,KARERAM,161
1867,KUBTI,161
1868,MAGUMERI,161
1869,NGAMMA,161
1870,NGUBALA,161
1871,"BOLORI  I",162
1872,"BOLORI  II",162
1873,BULABLIN,162
1874,FEZZAN,162
1875,"GAMBORU LIBERTY",162
1876,"GWANGE  I",162
1877,"GWANGE  II",162
1878,"GWANGE  III",162
1879,HAUSARI/ZANGO,162
1880,"LAMISULA/JABBA MARI",162
1881,MAFONI,162
1882,MAISANDARI,162
1883,"SHEHURI  NORTH",162
1884,"SHEHURI SOUTH",162
1885,ALA,163
1886,"ALLA  LAWANTI",163
1887,BORSORI,163
1888,GUMNA,163
1889,KABULAWA,163
1890,KIRENOWA,163
1891,KULLI,163
1892,MARTE,163
1893,MAWULLI,163
1894,MUSUNE,163
1895,NGELEIWA,163
1896,NJINE,163
1897,ZAGA,163
1898,ASAGA,164
1899,BOGUM,164
1900,CHAMBA,164
1901,DAMASAK,164
1902,DUJI,164
1903,GASHAGAR,164
1904,KARETO,164
1905,LAYI,164
1906,"ZANNA UMORTI",164
1907,ZARI,164
1908,DAMAKULI,165
1909,KAGURAM,165
1910,KUMALIA,165
1911,MOFIO,165
1912,MANDALA,165
1913,MINTAR,165
1914,MONGUNO,165
1915,NGURNO,165
1916,SURE,165
1917,WULO,165
1918,YELE,165
1919,ZULUM,165
1920,SAGIR,166
1921,FUYE,166
1922,"GAMBORU 'B'",166
1923,"GAMBORU 'C'",166
1924,LOGUMANE,166
1925,NDUFU,166
1926,"NGALA WARD",166
1927,"OLD GAMBORU 'A'",166
1928,TUNOKALIA,166
1929,WARSHELE,166
1930,WULGO,166
1931,WURGE,166
1932,ALARGE,167
1933,BADU,167
1934,DAMARAM,167
1935,GAJIRAM,167
1936,GADAI,167
1937,JIGALTA,167
1938,KUDA,167
1939,KURNAWA,167
1940,MIYE,167
1941,SABSABUWA,167
1942,SUGUNDURE,167
1943,"BARGU / BURASHIKA",168
1944,BUMA,168
1945,"GASI / SALIFAWA",168
1946,GORA,168
1947,GWALASHO,168
1948,GWASKARA,168
1949,KOMBO,168
1950,KUBO,168
1951,KWABA,168
1952,SHANI,168
1953,WALAMA,168
1954,ADADAMA,169
1955,AFAFANYI/IGONIGONI,169
1956,EBOM,169
1957,EDIBA,169
1958,"EKUREKU I",169
1959,"EKUREKU II",169
1960,"IMABANA I",169
1961,"IMABANA II",169
1962,ITIGIDI,169
1963,USUMUTONG,169
1964,"AKAMKPA URBAN",170
1965,AWI,170
1966,EKU,170
1967,IKO,170
1968,IKPAI,170
1969,MBARAKOM,170
1970,OBAN,170
1971,"OJUK NORTH",170
1972,"OJUK SOUTH",170
1973,UYANGA,170
1974,"ATIMBO EAST",171
1975,"ATIMBO WEST",171
1976,ENEYO,171
1977,IDUNDU/ANYANGANSE,171
1978,"IKANG CENTRAL",171
1979,"IKANG NORTH",171
1980,"IKANG SOUTH",171
1981,"IKOT EDEM ODO",171
1982,"IKOT EYO",171
1983,"IKOT NAKANDA",171
1984,ABANA,172
1985,AKPANKANYA,172
1986,"AMBAI EKPA",172
1987,AMOTO,172
1988,ARCHIBONG,172
1989,"ATAI EMA",172
1990,"EFUT INWANG",172
1991,"EKPOT ABIA",172
1992,ODIONG,172
1993,ABUOCHICHE,173
1994,"AFRIKE OCHAGBE",173
1995,"AFRIKE OKPECHE",173
1996,BETEN,173
1997,GAKEM,173
1998,IBIARAGIDI,173
1999,NYANYA,173
2000,OTUKPURU,173
2001,UGBORO,173
2002,UKPAH,173
2003,ABAYONG,174
2004,ADIM,174
2005,AGWAGUNE/OKURIKE,174
2006,AKPET/ABINI,174
2007,BIAKPAN,174
2008,EHOM,174
2009,"EREI NORTH",174
2010,"EREI SOUTH",174
2011,IKUN/ETONO,174
2012,"UMON NORTH",174
2013,"UMON SOUTH",174
2014,ABO,175
2015,ALANKWU,175
2016,BEEBO/BUMAJI,175
2017,BOJE,175
2018,BUDA,175
2019,BUENTSEBE,175
2020,BUNYIA/OKUBUCHI,175
2021,EKPASHI,175
2022,KAKWAGOM/BAWOP,175
2023,OGEP/OSOKOM,175
2024,OKU/BORUM/NJUA,175
2025,ONE,176
2026,TWO,176
2027,THREE,176
2028,FOUR,176
2029,FIVE,176
2030,SIX,176
2031,SEVEN,176
2032,EIGTH,176
2033,NINE,176
2034,TEN,176
2035,"ONE (1)",177
2036,"TWO (2)",177
2037,"THREE (3)",177
2038,"FOUR (4)",177
2039,"FIVE (5)",177
2040,"SIX (6)",177
2041,"SEVEN (7)",177
2042,"EIGHT (8)",177
2043,"NINE (9)",177
2044,"TEN (10)",177
2045,"ELEVEN (11)",177
2046,"TWELVE (12)",177
2047,ABIA,178
2048,ABIJANG,178
2049,AGBOKIM,178
2050,AJASSOR,178
2051,"BENDEGHE EKIEM",178
2052,EFFRAYA,178
2053,ETOMI,178
2054,ITAKA,178
2055,"MKPOT/AYUK ABA",178
2056,NSOFANG,178
2057,ABANYUM,179
2058,AKPARABONG,179
2059,"IKOM URBAN I",179
2060,"IKOM URBAN II",179
2061,NDE,179
2062,NNAM,179
2063,NTA/NSELLE,179
2064,"OFUTOP I",179
2065,"OFUTOP II",179
2066,OLULUMO,179
2067,YALA/NKUM,179
2068,BASANG,180
2069,BEBI,180
2070,BECHEVE,180
2071,"BENDI I",180
2072,"BENDI II",180
2073,"BISHIRI NORTH",180
2074,"BISHIRI SOUTH",180
2075,BISU,180
2076,BUSI,180
2077,UTANGA,180
2078,ABABENE,181
2079,APIAPUM,181
2080,IYAMOYONG,181
2081,"OBUBRA URBAN",181
2082,OCHON,181
2083,OFAT,181
2084,OFODUA,181
2085,OFUMBONGHA/YALA,181
2086,"OSOPONG I",181
2087,"OSOPONG II",181
2088,OVONUM,181
2089,ALEGE/UBANG,182
2090,"ANGIABA / BEGIAKA",182
2091,BEGIADING,182
2092,IPONG,182
2093,"OBUDU URBAN I",182
2094,"OBUDU URBAN II",182
2095,UKPE,182
2096,"UTUGWANG CENTRAL",182
2097,"UTUGWANG NORTH",182
2098,"UTUGWANG SOUTH",182
2099,ADIABO/EFUT,183
2100,AKAMKPA,183
2101,"CREEK TOWN I",183
2102,"CREEK TOWN II",183
2103,EKORI/ANAKU,183
2104,ENIONG,183
2105,EKI,183
2106,OBOMITIAT/MBIABO/EDIONG,183
2107,ODOT,183
2108,"ODUKPANI CENTRAL",183
2109,ONIMAN-KIONG,183
2110,IKONETO,183
2111,ITO/IDERE/UKWA,183
2112,"EKAJUK I",184
2113,"EKAJUK II",184
2114,"MBUBE EAST I",184
2115,"MBUBE EAST II",184
2116,"MBUBE WEST I",184
2117,"MBUBE WEST II",184
2118,"NKUM IBORR",184
2119,"NKUM IREDE",184
2120,"OGOJA URBAN I",184
2121,"OGOJA URBAN II",184
2122,AFREKPE/EKPENTI,185
2123,AJERE,185
2124,ASSIGA,185
2125,"BIKO BIKO",185
2126,IDOMI,185
2127,IJIMAN,185
2128,IJOM,185
2129,IKPAKAPIT,185
2130,INYIMA,185
2131,MKPANI/AGOI,185
2132,ABANAKPAI,185
2133,NKPOLO/UKPAWEN,185
2134,NTAN,185
2135,ECHUMOFANA,186
2136,GABU,186
2137,IJIRAGA,186
2138,NTRIGOM/MFUMA,186
2139,OKPOMA,186
2140,OKUKU,186
2141,WANIHEM,186
2142,WANIKADE,186
2143,WANAKOM,186
2144,YACHE,186
2145,YAHE,186
2146,OBIOR,187
2147,"ONICHA UGBO",187
2148,OBOMKPA,187
2149,"ONICHA - OLONA",187
2150,"ISSELE - AZAGBA",187
2151,"ISSELE UKU I",187
2152,"ISSELE UKU II",187
2153,"IDUMUJE - UNOR",187
2154,"UKWU - NZU",187
2155,EZI,187
2156,"OGWASHI - UKU VILLAGE",188
2157,"OGWASHI - UKU I",188
2158,"OGWASHI - UKU II",188
2159,"UBULU - UKU I",188
2160,"UBULU - UKU II",188
2161,"UBULU - UNOR",188
2162,NSUKWA,188
2163,EJEME,188
2164,ISHEAGU-EWULU,188
2165,"ABA - UNOR",188
2166,"UBULU OKITI",188
2167,BOMADI,189
2168,KPAKIAMA,189
2169,ESANMA,189
2170,OGRIAGBENE,189
2171,KOLAFIOGBENE/EKAMETAGBENE,189
2172,OGBEINAMA/OKOLOBA,189
2173,"AKUGBENE  I",189
2174,"AKUGBENE  II",189
2175,"AKUGBENE  III",189
2176,"OGO - EZE",189
2177,TORUGBENE,190
2178,TAMIGBE,190
2179,TUOMO,190
2180,SEIMBIRI,190
2181,OJOBO,190
2182,"BULOU - NDORO",190
2183,"NGBILEBIRI  I",190
2184,"NGBILEBIRI  II",190
2185,OGBOLUBIRI,190
2186,OBOTEBE,190
2187,OGULAGHA,190
2188,"ABRAKA  I",191
2189,"ABRAKA  II",191
2190,"ABRAKA  III",191
2191,"AGBON  I",191
2192,"AGBON  II",191
2193,"AGBON  III",191
2194,"AGBON  IV",191
2195,"AGBON  V",191
2196,"AGBON  VI",191
2197,"AGBON  VII",191
2198,"AGBON  VIII",191
2199,"MOSOGAR I",192
2200,"MOSOGAR II",192
2201,"JESSE  I",192
2202,"JESSE  II",192
2203,"JESSE  III",192
2204,"JESSE IV",192
2205,"OGHARA I",192
2206,"OGHARA II",192
2207,"OGHARA III",192
2208,"OGHARA IV",192
2209,"OGHARA V",192
2210,"OWA I",193
2211,"OWA II",193
2212,"OWA III",193
2213,"OWA IV",193
2214,"OWA  V",193
2215,"OWA  VI",193
2216,AKUMAZI,193
2217,IGBODO,193
2218,"UTE - OKPU",193
2219,IDUMUESAH,193
2220,UMUNEDE,193
2221,MBIRI,193
2222,"UTE - OGBEJE",193
2223,OTOLOKPO,193
2224,"AGBOR TOWN I",194
2225,"AGBOR TOWN II",194
2226,"IHUOZOMOR (OZANOGOGO ALISIMIE)",194
2227,"IHIUIYASE I",194
2228,"EKUKU - AGBOR",194
2229,"IHUIYASE II",194
2230,"BOJI - BOJI I",194
2231,"BOJI - BOJI II",194
2232,"BOJI - BOJI III",194
2233,"ABAVO I",194
2234,"ABAVO II",194
2235,"ABAVO III",194
2236,"IYEDE I",195
2237,"IYEDE II",195
2238,ELLU/RADHEO/OVRODE,195
2239,OFAGBE,195
2240,ILUELOGBO,195
2241,OWHE/AKIEHWE,195
2242,EMEVOR,195
2243,"OKPE - ISOKO",195
2244,"OZORO  I",195
2245,"OZORO  II",195
2246,"OZORO  III",195
2247,OYEDE,195
2248,OTIBIO,195
2249,"OLEH  I",196
2250,"OLEH  II",196
2251,AVIARA,196
2252,UZERE,196
2253,EMEDE,196
2254,OLOMORO,196
2255,IGBIDE,196
2256,EROWA/UMEH,196
2257,ENHWE/OKPOLO,196
2258,"IRRI I",196
2259,"IRRI  II",196
2260,OSSISSA,197
2261,AFOR/OBIKWELE,197
2262,ABARRA/INYI/ONUABOH,197
2263,OKPAI/UTCHI/BENEKU,197
2264,ABOH/AKARRAI,197
2265,ONYIA/ADIAI/OTUOKU/UMUOLU,197
2266,ASE,197
2267,IBEDENI,197
2268,"IBREDE/IGBUKU / ONOGBOKOR",197
2269,ASHAKA,197
2270,"UTAGBA  OGBE",198
2271,"UTAGBA  UNO  I",198
2272,"UTAGBA  UNO  II",198
2273,"UTAGBA  UNO  III",198
2274,"ONICHA - UKWANI",198
2275,"OGUME  I",198
2276,"OGUME  II",198
2277,"ABBI I",198
2278,"ABBI   II",198
2279,EMU,198
2280,OREROKPE,199
2281,"OVIRI - OKPE",199
2282,"OHA  I",199
2283,"OHA  II",199
2284,AGHALOKPE,199
2285,"ARAGBA  TOWN",199
2286,"MEREJE  I",199
2287,"MEREJE  II",199
2288,"MEREJE  III",199
2289,UGHOTON,199
2290,EBU,200
2291,ILLAH,200
2292,"IBUSA  I",200
2293,"IBUSA  II",200
2294,"IBUSA  III",200
2295,"IBUSA  IV",200
2296,"IBUSA V",200
2297,OKPANAM,200
2298,UKALA,200
2299,OGBELE/AKPAKO,201
2300,ANALA-AMAKOM,201
2301,OKWE,201
2302,UMUEZEI,201
2303,UMUAJI,201
2304,UMUONAJE,201
2305,AGU,201
2306,"UGBOMANTA QUARTERS",201
2307,"WEST END",201
2308,"CABLE POINT  I",201
2309,"CABLE POINT  II",201
2310,ABARI,202
2311,"PATANI  I",202
2312,"PATANI   II",202
2313,"PATANI   III",202
2314,"TAWARE/KOLOWARA AVEN",202
2315,AGOLOMA,202
2316,TORU-ANGIAMA,202
2317,"BOLOU - ANGIAMA",202
2318,UDUOPHORI,202
2319,"ODORUBU/ADOBU/BOLOU APELEBRI",202
2320,"SAPELE URBAN  I",203
2321,"SAPELE URBAN  II",203
2322,"SAPELE  URBAN  III",203
2323,"SAPELE  URBAN  IV",203
2324,"SAPELE  URBAN  V",203
2325,"SAPELE  URBAN  VI",203
2326,"SAPELE  URBAN  VII",203
2327,"SAPELE  URBAN  VIII",203
2328,AMUOKPE,203
2329,ELUME,203
2330,OKOKPORO/UGBORHEN,203
2331,"UDU  I",204
2332,"UDU  II",204
2333,"UDU  III",204
2334,"UDU  IV",204
2335,OPETE/ASSAGBA/EDJOPHE,204
2336,EKETE,204
2337,"OVWIAN   I",204
2338,"OVWIAN   II",204
2339,ORHUWHURUN,204
2340,ALADJA,204
2341,AGBARHA,205
2342,OGOR,205
2343,"OROGUN   I",205
2344,"OROGUN   II",205
2345,"UGHELLI  I",205
2346,"UGHELLI  II",205
2347,"UGHELLI  III",205
2348,EVWRENI,205
2349,UWHERU,205
2350,"AGBARHO I",205
2351,"AGBARHO II",205
2352,"EWU  I",206
2353,"EWU  II",206
2354,"EWU  III",206
2355,"OLOMU  I",206
2356,"OLOMU  II",206
2357,"EFFURUN - OTOR",206
2358,EKAKPAMRE,206
2359,"JEREMI  I",206
2360,"JEREMI  II",206
2361,"JEREMI  III",206
2362,"JEREMI  IV",206
2363,UMUTU,207
2364,AKOKU,207
2365,EBEDEI,207
2366,UMUKWATA,207
2367,EZIOKPOR,207
2368,AMAI,207
2369,EZIONUM,207
2370,UMUEBU,207
2371,"OBIARUKU  I",207
2372,"OBIARUKU  II",207
2373,"EFFURUN  I",208
2374,"EFFURUN  II",208
2375,"ENERHEN  I",208
2376,"ENERHEN  II",208
2377,UGBORIKOKO,208
2378,UGBOROKE,208
2379,UGBOMRO/UGBOLOKPOSO,208
2380,"ARMY BARRACKS AREA",208
2381,"EKPAN  I",208
2382,"EKPAN  II",208
2383,OGHEYE,209
2384,GBOKODA,209
2385,EBROHIMI,209
2386,EGHORO,209
2387,"KOKO  I",209
2388,"KOKO  II",209
2389,"OPUAMA (EGBEMA  I)",209
2390,"TSEKELEWU  (EGBEMA  II)",209
2391,"OGBINBIRI  (EGBEMA  III)",209
2392,"OGBUDUGBUDU  (EGBEMA  IV)",209
2393,OBODO/OMADINO,210
2394,ODE-ITSEKIRI,210
2395,OGUNU/EKUREDE-URHOBO,210
2396,UGBUWANGUE/EKUREDE-ITSEKIRI,210
2397,G.R.A.,210
2398,BOWEN,210
2399,PESSU,210
2400,OKERE,210
2401,IGBUDU,210
2402,EDJEBA,210
2403,"OKUMAGBA I",210
2404,"OKUMAGBA II",210
2405,"OGBE - IJOH",211
2406,ISABA,211
2407,OPOROZA,211
2408,GBARAMATU,211
2409,UGBORODO,211
2410,AKPIKPA,211
2411,MADANGHO,211
2412,ORERE,211
2413,"AJA - UDAIBO",211
2414,OGIDIGBEN,211
2415,ABAKPA,212
2416,"AMACHI (NDEBO)",212
2417,"AMACHI (NDEGU)",212
2418,"AMAGU / ENYIGBA",212
2419,"AMAGU UNUHU",212
2420,AZUMINI/AZUGWU,212
2421,"AZUIYIOKWU LAYOUT",212
2422,"AZUIYI UDENE",212
2423,EDDA,212
2424,"IZZI UNUHU",212
2425,NDIAGU,212
2426,"OKPOITUMO NDEBOR",212
2427,"OKPOITUMO NDIEGU",212
2428,"TIMBER SHED",212
2429,AMATA-AKPOHA,213
2430,"AMOGU AKPOHA",213
2431,"EZEKE AMASIRI",213
2432,"POPERI AMASIRI",213
2433,"ITIM AFIKPO",213
2434,"IBII/OZIZA AFIKPO",213
2435,"NKPOGHORO AFIKPO",213
2436,"OHAISU AFIKPO A",213
2437,"OHAISU AFIKPO B",213
2438,"UGWUEGU AFIKPO",213
2439,"UWANA AFIKPO 1",213
2440,"UWANA AFIKPO II",213
2441,"AMAEKE EKOLI",214
2442,AMAIGBO,214
2443,AMANGWU,214
2444,"AMIRI EKOLI",214
2445,AMOSO,214
2446,EBUNWANA,214
2447,"NDIOKE EKOLI",214
2448,NGUZU,214
2449,"OGBU (AMATO)",214
2450,OSO,214
2451,OWUTU,214
2452,ABOFIA,215
2453,AGALEGU,215
2454,ECHIABA,215
2455,EGWUDINAGU,215
2456,"ENYIBICHIRI I",215
2457,"ENYIBICHIRI II",215
2458,KPIRIKPIRI,215
2459,MBEKE,215
2460,NDIEBOR,215
2461,ONUENYIM,215
2462,"URBAN NEW LAYOUT",215
2463,"AMUDA / AMAWULA",216
2464,EKKA,216
2465,INYERE,216
2466,"NDIAGUAZU - UMUOGHARA",216
2467,NKOMORO,216
2468,"OKPOSI UMUOGHARA",216
2469,"OMEGE UMUEZEOKOHA",216
2470,ORIUZOR,216
2471,"OSHIEGBE UMUEZEOKOHA",216
2472,UMUEZEOKA,216
2473,AMAEZEKWE,217
2474,AMAGU/NSOKKARA,217
2475,AMANA,217
2476,AMEKA,217
2477,AMUDO/OKOFFIA,217
2478,AMUZU,217
2479,ECHARA,217
2480,EZZAMA,217
2481,IKWUATOR/IDEMBIA,217
2482,"ONUEKE URBAN",217
2483,"UMUNWAGU / IDEMBIA",217
2484,"AMA INYIMA",218
2485,ECHIALIKE,218
2486,"EKA AWOKE",218
2487,EKPANWUDELE,218
2488,EKPELU,218
2489,ENYIBICHIRI,218
2490,ETAM,218
2491,"IGBUDU I",218
2492,"IGBUDU II",218
2493,"INYIMAGU I",218
2494,"INYIMAGU II",218
2495,"NDIAGU AMAGU I",218
2496,"NDIAGU AMAGU II",218
2497,"NDIAGU ECHARA I",218
2498,"NDIAGU ECHARA II",218
2499,"NDUFU AMAGU I",218
2500,"NDUFU AMAGU II",218
2501,"NDUFU ALIKE",218
2502,"NDUFU ECHARA",218
2503,"NOYE ALIKE",218
2504,AGBA,219
2505,AMAEZU,219
2506,"AZUINYABA 'A'",219
2507,"AZUINYABA 'B'",219
2508,"EZILLO I",219
2509,"EZILLO II",219
2510,"EZZAGU I (OGBOJI)",219
2511,"EZZAGU II (NKOMORO)",219
2512,IYONU,219
2513,NKALAGU,219
2514,NKALAHA,219
2515,NTEZI,219
2516,OBEAGU,219
2517,OHOFIA,219
2518,OKPOTO,219
2519,UMUHUALI,219
2520,"AKAEZE UKWU",220
2521,"AMAEZE ISHIAGU",220
2522,AMAGU,220
2523,AMONYE,220
2524,"IHENTA OGIDI",220
2525,"IYIOJI AKAEZE",220
2526,"NDIOKORO UKWU",220
2527,NGWOGWO,220
2528,OBINAGU,220
2529,OKUE,220
2530,UMOBO,220
2531,"AGBAJA MGBO",221
2532,"AGBAJA ANYANWUIGWE",221
2533,"AGBAJA OFFIA ONWE",221
2534,"EZZA INYIMAGU IGBUHU",221
2535,"EZZA INYIMAGU - IGWELEDOHA",221
2536,"EZZA INYIMAGU - IZIOGO",221
2537,"EZZA INYIMAGU NDIAGU",221
2538,"IGBEAGU NDUOGBU",221
2539,"IGBEAGU NDI ETTAH",221
2540,"IGBEAGU  III",221
2541,"MGBALAUKWU INYIMAGU I",221
2542,"MGBALAUKWU INYIMAGU II",221
2543,"NDIEZE INYIMAGU MGBABELUZOR",221
2544,"NDIEZE INYIMAGU II NDIABOR ISHIAGU",221
2545,"AMAECHI OKPOSI",222
2546,"ENE- NA - EZERAKU",222
2547,"MGBOM OKPOSI",222
2548,OBIOZARA,222
2549,"OKPOSI ACHARA",222
2550,"OKPOSI OKWU",222
2551,"UGBOGOLOGO UGWULANGWU",222
2552,"UHUOTARU UGWULANGWU",222
2553,UMUCHIMA,222
2554,UMUNAGA,222
2555,UMUOBUNA,222
2556,"EFFIUM I",223
2557,"EFFIUM  II",223
2558,EZZAMGBO,223
2559,"ISHI NGBO I",223
2560,"ISHI NGBO II",223
2561,NGBO,223
2562,"OKPOSHI  I",223
2563,"OKPOSHI II",223
2564,"UMUAGARA / AMECHI",223
2565,"UMU OGUDU OSHIA",223
2566,"UMU OGUDU AKPU I",223
2567,"UMU OGUDU AKPU II",223
2568,"WIGBEKE I",223
2569,"WIGBEKE II",223
2570,"WIGBEKE III",223
2571,ABAOMEGE,224
2572,AGBABOR-ISU,224
2573,AMANATOR-ISU,224
2574,"EBIA OSHIRI",224
2575,ENUAGU-ONICHA,224
2576,ISINKWO-UKAWU,224
2577,ISI-ONICHA,224
2578,OBEAGU-ISU,224
2579,"OGUDUOKWO OSHIRI",224
2580,OKUZU-UKAWU,224
2581,UGWU-OSHIRI,224
2582,UMUDOMI-ONICHA,224
2583,"IGARRA I",225
2584,"IGARRA II",225
2585,"IMOGA/ LAMPESE/ BEKUMA/ EKPE",225
2586,"IBILLO/ EKPESA/ EKOR/ IKIRAN-ILE/ OKE",225
2587,"MAKEKE/ OJAH/ DANGBALA/ OJIRAMI/ ANYAWOZA",225
2588,"OLOMA/ OKPE/ IJAJA/ KAKUMA/ ANYARA",225
2589,"SOMORIKA / OGBE / SASARO / ONUMU / ESHAWA / OGUGU IGBOSHI-AFE / IGBOSHI - ELE / AIYEGUNLE",225
2590,ENWAN/ATTE/IKPESHI/EGBIGELE,225
2591,"UNEME-NEKHUA/AKPAMA/ AIYETORO/ EKPEDO/ ERHURUN/ UNEME OSU",225
2592,OSOSO,225
2593,OTUBU,226
2594,OLIHA,226
2595,OGIDA/USE,226
2596,EGOR,226
2597,UWELU,226
2598,EVBAREKE,226
2599,"USELU I",226
2600,"USELU II",226
2601,OKHORO,226
2602,UGBOWO,226
2603,UNEAH,227
2604,"UWESSAN  I",227
2605,"UWESSAN II",227
2606,IKEKATO,227
2607,"OTORUWO I",227
2608,"OTORUWO II",227
2609,"EWU I",227
2610,"EWU II",227
2611,OPOJI,227
2612,UGBEGUN,227
2613,EGBELE,228
2614,OBEIDU,228
2615,ARUE,228
2616,"UELEN/ OKUGBE",228
2617,IDUMU-OKOJIE,228
2618,UZEA,228
2619,AMEDOKHIAN,228
2620,EFANDION,228
2621,UWALOR,228
2622,EWOYI,228
2623,UBIERUMU,228
2624,"EWOHIMI I",229
2625,"EWOHIMI II",229
2626,EWATTO,229
2627,OHORDUA,229
2628,"UBIAJA I",229
2629,"UBIAJA II",229
2630,"ILLUSHI I",229
2631,"ILLUSHI II",229
2632,UGBOHA,229
2633,OGWA,230
2634,UJIOGBA,230
2635,EGORO/IDOA/UKHUN,230
2636,"EMAUDO/ EGUARE/ EKPOMA",230
2637,IHUNMUDUMU/IDUMEBO/UKE/UJEMEN,230
2638,IRUEKPEN,230
2639,"EMUHI/ UKPENU/ UJOELEN/IGOR",230
2640,UROHI,230
2641,UHIELE,230
2642,ILLEH/EKO-INE,230
2643,"FUGAR I",231
2644,"FUGAR II",231
2645,"FUGAR III",231
2646,OGBONA,231
2647,IRAOKHOR,231
2648,"EKPERI I",231
2649,"EKPERI II",231
2650,"EKPERI III",231
2651,"SOUTH UNEME I",231
2652,"SOUTH UNEME II",231
2653,AGENEBODE,232
2654,"WANNO I",232
2655,"WANNO II",232
2656,WEPPA,232
2657,"OKPELLA I",232
2658,"OKPELLA II",232
2659,"OKPELLA III",232
2660,"OKPELLA IV",232
2661,"THREE IBIES",232
2662,OKPEKPE,232
2663,AUCHI,233
2664,"AUCHI I",233
2665,"AUCHI II",233
